province;red;green;blue;x;x
3647;64;135;191;3647;x
3648;103;150;205;3648;x
3649;128;114;228;3649;x
3650;55;118;207;3650;x
3651;133;110;213;3651;x
3652;121;106;182;3652;x
3653;122;104;183;3653;x
3654;92;115;173;3654;x
3655;38;143;121;3655;x
3656;113;103;153;3656;x
3657;122;100;191;3657;x
3658;54;96;143;3658;x
3659;43;76;169;3659;x
3660;103;93;200;3660;x
3661;94;143;214;3661;x
3662;74;83;199;3662;x
3663;98;115;219;3663;x
3664;25;135;113;3664;x
3665;69;166;158;3665;x
3666;13;75;218;3666;x
3667;48;157;143;3667;x
3668;23;93;141;3668;x
3669;90;157;201;3669;x
3670;63;90;224;3670;x
3671;124;174;147;3671;x
3672;134;167;172;3672;x
3673;23;145;158;3673;x
3674;48;108;201;3674;x
3675;77;97;116;3675;x
3676;16;111;114;3676;x
3677;96;83;172;3677;x
3678;125;110;139;3678;x
3679;76;129;185;3679;x
3680;58;183;207;3680;x
3681;48;118;210;3681;x
3682;124;171;183;3682;x
3683;29;106;176;3683;x
3684;78;82;210;3684;x
3685;125;138;179;3685;x
3686;107;68;179;3686;x
3687;80;147;154;3687;x
3688;101;168;160;3688;x
3689;86;166;117;3689;x
3690;61;111;210;3690;x
3691;109;179;194;3691;x
3692;91;89;110;3692;x
3693;40;188;115;3693;x
3694;32;190;154;3694;x
3695;39;159;210;3695;x
3696;132;96;170;3696;x
3697;25;175;132;3697;x
3698;90;80;180;3698;x
3699;136;82;229;3699;x
3700;47;75;167;3700;x
3701;61;82;233;3701;x
3702;80;143;237;3702;x
3703;126;165;183;3703;x
3704;19;101;165;3704;x
3705;119;177;115;3705;x
3706;109;105;115;3706;x
3707;74;120;181;3707;x
3708;15;120;162;3708;x
3709;42;67;207;3709;x
3710;132;151;114;3710;x
3711;14;134;168;3711;x
3712;140;180;118;3712;x
3713;124;97;200;3713;x
3714;136;163;121;3714;x
3715;44;70;150;3715;x
3716;86;173;185;3716;x
3717;22;180;139;3717;x
3718;26;141;150;3718;x
3719;95;76;154;3719;x
3720;99;118;142;3720;x
3721;108;101;124;3721;x
3722;52;97;135;3722;x
3723;117;84;207;3723;x
3724;42;82;169;3724;x
3725;61;137;110;3725;x
3726;140;99;169;3726;x
3727;73;150;174;3727;x
3728;91;140;138;3728;x
3729;67;125;232;3729;x
3730;40;109;118;3730;x
3731;131;114;114;3731;x
3732;71;106;123;3732;x
3733;112;177;121;3733;x
3734;87;72;175;3734;x
3735;47;95;126;3735;x
3736;49;128;193;3736;x
3737;17;151;179;3737;x
3738;26;92;182;3738;x
3739;21;93;142;3739;x
3740;34;127;121;3740;x
3741;120;97;162;3741;x
3742;105;159;146;3742;x
3743;45;117;166;3743;x
3744;71;166;179;3744;x
3745;44;105;181;3745;x
3746;63;173;204;3746;x
3747;53;94;168;3747;x
3748;75;135;110;3748;x
3749;48;97;198;3749;x
3750;18;124;222;3750;x
3751;118;158;151;3751;x
3752;17;104;201;3752;x
3753;23;68;159;3753;x
3754;60;124;204;3754;x
3755;38;118;139;3755;x
3756;90;97;135;3756;x
3757;24;193;191;3757;x
3758;46;73;176;3758;x
3759;44;79;145;3759;x
3760;98;83;222;3760;x
3761;122;76;118;3761;x
3762;98;186;209;3762;x
3763;117;145;138;3763;x
3764;97;125;150;3764;x
3765;68;143;235;3765;x
3766;84;145;180;3766;x
3767;81;181;149;3767;x
3768;39;151;118;3768;x
3769;97;115;166;3769;x
3770;47;82;131;3770;x
3771;132;101;170;3771;x
3772;44;130;234;3772;x
3773;37;119;116;3773;x
3774;79;128;198;3774;x
3775;40;142;150;3775;x
3776;111;98;185;3776;x
3777;124;154;216;3777;x
3778;111;102;191;3778;x
3779;91;136;151;3779;x
3780;52;115;211;3780;x
3781;108;130;195;3781;x
3782;45;174;213;3782;x
3783;55;94;125;3783;x
3784;26;104;155;3784;x
3785;111;129;213;3785;x
3786;24;108;202;3786;x
3787;90;80;114;3787;x
3788;16;119;213;3788;x
3789;45;148;207;3789;x
3790;121;89;134;3790;x
3791;36;120;186;3791;x
3792;53;117;189;3792;x
3793;45;148;207;3793;x
3794;87;110;218;3794;x
3795;77;138;163;3795;x
3796;90;192;193;3796;x
3797;94;78;226;3797;x
3798;15;74;162;3798;x
3799;64;161;216;3799;x
3800;101;162;205;3800;x
3801;101;115;177;3801;x
3802;115;154;199;3802;x
3803;95;71;120;3803;x
3804;23;183;149;3804;x
3805;71;97;182;3805;x
3806;37;108;226;3806;x
3807;70;155;200;3807;x
3808;91;116;127;3808;x
3809;26;135;221;3809;x
3810;36;89;223;3810;x
3811;35;118;112;3811;x
3812;47;74;192;3812;x
3813;76;88;202;3813;x
3814;45;103;221;3814;x
3815;72;104;147;3815;x
3816;95;117;125;3816;x
3817;64;161;216;3817;x
3818;99;94;143;3818;x
3819;77;102;195;3819;x
3820;35;83;124;3820;x
3821;118;143;215;3821;x
3822;125;89;200;3822;x
3823;58;131;167;3823;x
3824;78;146;202;3824;x
3825;37;176;132;3825;x
3826;72;135;170;3826;x
3827;16;138;198;3827;x
3828;54;68;129;3828;x
3829;25;121;196;3829;x
3830;89;143;191;3830;x
3831;92;86;155;3831;x
3832;40;163;172;3832;x
3833;24;144;192;3833;x
3834;73;100;225;3834;x
3835;94;125;180;3835;x
3836;52;82;177;3836;x
3837;65;131;120;3837;x
3838;28;112;155;3838;x
3839;47;104;187;3839;x
3840;72;159;142;3840;x
3841;54;100;171;3841;x
3842;91;156;113;3842;x
3843;103;192;129;3843;x
3844;18;157;216;3844;x
3845;103;101;230;3845;x
3846;64;72;133;3846;x
3847;15;85;227;3847;x
3848;134;95;236;3848;x
3849;74;169;182;3849;x
3850;29;103;206;3850;x
3851;132;142;141;3851;x
3852;80;158;228;3852;x
3853;26;165;126;3853;x
3854;56;90;217;3854;x
3855;123;190;157;3855;x
3856;38;118;197;3856;x
3857;18;85;159;3857;x
3858;58;108;136;3858;x
3859;81;165;179;3859;x
3860;80;126;140;3860;x
3861;40;158;172;3861;x
3862;13;90;166;3862;x
3863;134;162;135;3863;x
3864;127;123;191;3864;x
3865;132;181;204;3865;x
3866;128;156;168;3866;x
3867;85;104;126;3867;x
3868;26;136;153;3868;x
3869;56;87;116;3869;x
3870;70;136;142;3870;x
3871;43;133;110;3871;x
3872;61;191;120;3872;x
3873;110;128;151;3873;x
3874;122;150;199;3874;x
3875;36;112;180;3875;x
3876;127;98;120;3876;x
3877;26;107;133;3877;x
3878;125;117;126;3878;x
3879;51;76;115;3879;x
3880;47;77;206;3880;x
3881;43;125;186;3881;x
3882;109;133;219;3882;x
3883;47;189;111;3883;x
3884;103;183;148;3884;x
3885;61;88;149;3885;x
3886;113;169;218;3886;x
3887;71;150;156;3887;x
3888;59;166;228;3888;x
3889;134;133;209;3889;x
3890;84;189;126;3890;x
3891;31;68;188;3891;x
3892;68;112;164;3892;x
3893;107;84;227;3893;x
3894;103;188;143;3894;x
3895;29;159;112;3895;x
3896;129;87;236;3896;x
3897;100;89;119;3897;x
3898;47;103;166;3898;x
3899;45;155;232;3899;x
3900;136;140;144;3900;x
3901;107;187;233;3901;x
3902;120;88;134;3902;x
3903;49;191;164;3903;x
3904;132;80;120;3904;x
3905;28;133;215;3905;x
3906;42;72;133;3906;x
3907;79;154;175;3907;x
3908;103;154;232;3908;x
3909;43;86;118;3909;x
3910;102;152;129;3910;x
3911;92;192;149;3911;x
3912;40;149;233;3912;x
3913;28;188;122;3913;x
3914;15;150;179;3914;x
3915;135;161;189;3915;x
3916;66;131;148;3916;x
3917;67;187;130;3917;x
3918;85;93;174;3018;x
3919;139;97;187;3919;x
3920;125;159;225;3920;x
3921;44;122;118;3921;x
3922;17;104;193;3922;x
3923;33;172;121;3923;x
3924;24;194;123;3924;x
3925;66;181;221;3925;x
3926;131;82;235;3926;x
3927;66;131;162;3927;x
3928;55;120;225;3928;x
3929;112;179;229;3929;x
3930;131;118;147;3930;x
3931;94;112;200;3931;x
3932;132;161;167;3932;x
3933;84;92;133;3933;x
3934;124;104;206;3934;x
3935;137;159;132;3935;x
3936;95;131;217;3036;x
3937;110;150;208;3937;x
3938;58;148;168;3938;x
3939;26;188;221;3939;x
3940;56;147;158;3940;x
3941;71;176;111;3941;x
3942;66;139;220;3942;x
3943;15;131;226;3943;x
3944;50;184;124;3944;x
3945;19;183;170;3945;x
3946;59;166;118;3946;x
3947;86;148;130;3947;x
3948;30;125;135;3948;x
3949;38;69;160;3949;x
3950;103;99;228;3950;x
3951;47;176;132;3951;x
3952;66;162;207;3952;x
3953;78;137;235;3953;x
3954;119;77;178;3954;x
3955;114;153;181;3955;x
3956;78;178;120;3956;x
3957;112;144;204;3057;x
3958;61;136;213;3958;x
3959;46;67;230;3959;x
3960;34;189;224;3960;x
3961;125;189;178;3961;x
3962;25;169;114;3962;x
3963;54;185;237;3963;x
3964;132;180;226;3964;x
3965;130;82;200;3965;x
3966;28;93;184;3966;x
3967;139;152;220;3967;x
3968;129;165;133;3968;x
3969;139;104;191;3969;x
3970;34;179;179;3970;x
3971;49;174;220;3971;x
3972;114;180;177;3972;x
3973;99;112;156;3973;x
3974;90;139;111;3974;x
3975;102;134;223;3975;x
3976;77;128;164;3976;x
3977;84;93;143;3977;x
3978;95;99;168;3978;x
3979;105;146;185;3979;x
3980;14;98;150;3980;x
3981;60;151;221;3981;x
3982;45;108;185;3982;x
3983;34;137;142;3983;x
3984;79;162;228;3984;x
3985;75;158;211;3985;x
3986;39;189;136;3986;x
3987;82;129;210;3987;x
3988;110;112;169;3988;x
3989;49;176;154;3989;x
3990;80;161;196;3990;x
3991;111;183;189;3991;x
3992;71;111;226;3992;x
3993;29;80;224;3993;x
3994;51;98;156;3994;x
3995;64;125;121;3995;x
3996;121;158;156;3996;x
3997;89;68;211;3997;x
3998;77;114;207;3998;x
3999;17;148;154;3999;x
4000;29;84;165;4000;x
4001;43;130;139;4001;x
4002;136;164;199;4002;x
4003;108;95;194;4003;x
4004;27;170;191;4004;x
4005;77;167;133;4005;x
4006;63;187;214;4006;x
4007;93;110;195;4007;x
4008;90;102;123;4008;x
4009;43;129;229;4009;x
4010;92;113;178;4010;x
4011;80;183;114;4011;x
4012;65;112;165;4012;x
4013;137;133;166;4013;x
4014;48;174;131;4014;x
4015;136;118;125;4015;x
4016;34;192;126;4016;x
4017;139;118;205;4017;x
4018;67;118;164;4018;x
4019;98;133;211;4019;x
4020;127;127;236;4020;x
4021;27;152;149;4021;x
4022;137;160;129;4022;x
4023;110;144;184;4023;x
4024;63;148;198;4024;x
4025;138;159;180;4025;x
4026;99;81;152;4026;x
4027;109;147;164;4027;x
4028;53;183;193;4028;x
4029;134;180;145;4029;x
4030;134;136;200;4030;x
4031;115;104;122;4031;x
4032;138;94;143;4032;x
4033;53;101;200;4033;x
4034;101;112;232;4034;x
4035;96;94;146;4035;x
4036;95;77;190;4036;x
4037;18;176;120;4037;x
4038;87;169;112;4038;x
4039;60;119;219;4039;x
4040;98;94;237;4040;x
4041;98;75;194;4041;x
4042;72;168;186;4042;x
4043;94;167;132;4043;x
4044;55;166;223;4044;x
4045;77;112;134;4045;x
4046;14;68;230;4046;x
4047;97;166;200;4047;x
4048;96;185;203;4048;x
4049;13;125;223;4049;x
4050;33;105;221;4050;x
4051;54;119;217;4051;x
4052;50;147;172;4052;x
4053;139;157;217;4053;x
4054;96;181;189;4054;x
4055;115;193;171;4055;x
4056;18;117;188;4056;x
4057;139;78;164;4057;x
4058;127;185;235;4058;x
4059;72;71;162;4059;x
4060;82;116;203;4060;x
4061;20;141;114;4061;x
4062;51;169;150;4062;x
4063;69;190;225;4063;x
4064;49;145;113;4064;x
4065;51;194;152;4065;x
4066;94;95;121;4066;x
4067;43;135;184;4067;x
4068;97;182;131;4068;x
4069;70;128;124;4069;x
4070;19;166;173;4070;x
4071;56;121;141;4071;x
4072;61;117;213;4072;x
4073;56;132;179;4073;x
4074;124;134;136;4074;x
4075;20;186;124;4075;x
4076;22;189;134;4076;x
4077;117;180;163;4077;x
4078;102;189;156;4078;x
4079;34;118;193;4079;x
4080;16;120;180;4080;x
4081;16;120;180;4081;x
4082;91;134;149;4082;x
4083;98;126;212;4083;x
4084;133;106;233;4084;x
4085;81;93;110;4085;x
4086;41;164;210;4086;x
4087;74;71;129;4087;x
4088;43;183;120;4088;x
4089;29;149;114;4089;x
4090;96;67;142;4090;x
4091;70;120;232;4091;x
4092;41;143;165;4092;x
4093;111;98;118;4093;x
4094;13;74;209;4094;x
4095;116;99;131;4095;x
4096;100;167;192;4096;x
4097;127;150;216;4097;x
4098;54;91;160;4098;x
4099;96;105;225;4099;x
4100;71;107;127;4100;x
4101;86;128;219;4101;x
4102;45;169;198;4102;x
4103;54;108;223;4103;x
4104;85;166;226;4104;x
4105;129;87;199;4105;x
4106;32;170;176;4106;x
4107;110;73;159;4107;x
4108;98;122;179;4108;x
4109;111;78;157;4109;x
4110;54;69;183;4110;x
4111;118;74;228;4111;x
4112;48;139;127;4112;x
4113;71;95;118;4113;x
4114;25;100;142;4114;x
4115;129;135;113;4115;x
4116;40;178;202;4116;x
4117;31;150;122;4117;x
4118;78;159;222;4118;x
4119;35;123;205;4119;x
4120;95;129;187;4120;x
4121;86;184;122;4121;x
4122;109;155;181;4122;x
4123;101;163;141;4123;x
4124;95;67;151;4124;x
4125;44;72;127;4125;x
4126;71;186;161;4126;x
4127;107;172;116;4127;x
4128;86;145;116;4128;x
4129;71;167;180;4129;x
4130;92;192;213;4130;x
4131;93;181;195;4131;x
4132;52;163;217;4132;x
4133;92;183;114;4133;x
4134;21;146;163;4134;x
4135;47;178;148;4135;x
4136;31;170;126;4136;x
4137;84;174;229;4137;x
4138;124;157;165;4138;x
4139;40;80;185;4139;x
4140;14;120;132;4140;x
4141;117;143;127;4141;x
4142;13;143;217;4142;x
4143;18;110;133;4143;x
4144;134;163;217;4144;x
4145;46;141;134;4145;x
4146;134;111;230;4146;x
4147;123;183;149;4147;x
4148;86;149;135;4148;x
4149;64;90;214;4149;x
4150;116;178;221;4150;x
4151;41;167;150;4151;x
4152;29;171;167;4152;x
4153;97;72;192;4153;x
4154;48;156;178;4154;x
4155;68;162;114;4155;x
4156;92;110;113;4156;x
4157;107;119;159;4157;x
4158;59;86;136;4158;x
4159;39;190;221;4159;x
4160;94;106;135;4160;x
4161;24;137;134;4161;x
4162;43;150;154;4162;x
4163;78;79;169;4163;x
4164;116;131;139;4164;x
4165;22;155;191;4165;x
4166;133;193;130;4166;x
4167;17;136;182;4167;x
4168;16;156;182;4168;x
4169;81;194;166;4169;x
4170;89;126;126;4170;x
4171;103;99;163;4171;x
4172;125;162;189;4172;x
4173;23;160;192;4173;x
4174;77;155;167;4174;x
4175;106;104;171;4175;x
4176;63;150;187;4176;x
4177;31;192;221;4177;x
4178;37;94;221;4178;x
4179;13;121;217;4179;x
4180;51;172;157;4180;x
4181;109;101;222;4181;x
4182;93;96;189;4182;x
4183;44;177;131;4183;x
4184;100;125;112;4184;x
4185;137;95;193;4185;x
4186;31;168;123;4186;x
4187;104;106;171;4187;x
4188;134;150;222;4188;x
4189;41;167;142;4189;x
4190;52;97;190;4190;x
4191;132;107;234;4191;x
4192;20;182;173;4192;x
4193;121;192;194;4193;x
4194;59;177;187;4194;x
4195;122;160;214;4195;x
4196;71;132;181;4196;x
4197;106;183;169;4197;x
4198;102;146;159;4198;x
4199;20;164;223;4199;x
4200;47;128;180;4200;x
4201;13;95;225;4201;x
4202;19;161;201;4202;x
4203;108;139;119;4203;x
4204;73;99;141;4204;x
4205;23;187;225;4205;x
4206;19;125;143;4206;x
4207;88;94;118;4207;x
4208;22;172;162;4208;x
4209;38;143;217;4209;x
4210;69;118;226;4210;x
4211;93;127;205;4211;x
4212;31;116;228;4212;x
4213;89;73;220;4213;x
4214;45;109;176;4214;x
4215;61;100;220;4215;x
4216;79;161;170;4216;x
4217;19;132;141;4217;x
4218;15;179;207;4218;x
4219;103;75;156;4219;x
4220;58;177;179;4220;x
4221;97;167;158;4221;x
4222;129;136;174;4222;x
4223;137;175;110;4223;x
4224;34;143;206;4224;x
4225;13;76;149;4225;x
4226;99;167;125;4226;x
4227;67;169;206;4227;x
4228;126;78;122;4228;x
4229;71;138;192;4229;x
4230;110;75;114;4230;x
4231;30;189;226;4231;x
4232;64;193;202;4232;x
4233;97;161;229;4233;x
4234;26;185;170;4234;x
4235;82;126;114;4235;x
4236;68;173;138;4236;x
4237;18;88;163;4237;x
4238;14;89;235;4238;x
